Juego,R1, P1, R2, P2, R3, P3, R4, P4, R5, P5, R6, P6, R7, P7, R8, P8, R9, P9, R10, P10
211945, 176494, 1.0, 133405, 1.0, 2653, 1.0, 235627, 1.0, 206051, 1.0, 171623, 1.0, 6608, 1.0, 823, 1.0, 154203, 1.0, 218804, 1.0, 
154906, 211945, 1.0, 176494, 1.0, 133405, 1.0, 2653, 1.0, 235627, 1.0, 206051, 1.0, 171623, 1.0, 6608, 1.0, 823, 1.0, 154203, 1.0, 
205597, 176494, 3.0, 169124, 3.0, 157354, 3.0, 68425, 3.0, 138788, 3.0, 36218, 3.0, 39856, 3.0, 225694, 3.0, 178900, 3.0, 209685, 3.0, 
255696, 205597, 1.0, 205308, 1.0, 28023, 1.0, 54043, 1.0, 235488, 1.0, 185589, 1.0, 154906, 1.0, 211945, 1.0, 176494, 1.0, 133405, 1.0, 
105059, 73761, 1.0, 255696, 1.0, 205597, 1.0, 205308, 1.0, 28023, 1.0, 54043, 1.0, 235488, 1.0, 185589, 1.0, 154906, 1.0, 211945, 1.0, 
109276, 73761, 2.0, 205597, 2.0, 176494, 2.0, 171623, 2.0, 823, 2.0, 223750, 2.0, 19100, 2.0, 250458, 2.0, 193738, 2.0, 146886, 2.0, 
117793, 107529, 1.0, 164205, 1.0, 70323, 1.0, 147930, 1.0, 122515, 1.0, 198190, 1.0, 127023, 1.0, 24480, 1.0, 143175, 1.0, 183251, 1.0, 
12543, 278, 1.0, 227758, 1.0, 27162, 1.0, 119, 1.0, 204583, 1.0, 117793, 1.0, 107529, 1.0, 164205, 1.0, 70323, 1.0, 147930, 1.0, 
29716, 12543, 1.0, 278, 1.0, 227758, 1.0, 27162, 1.0, 119, 1.0, 204583, 1.0, 117793, 1.0, 107529, 1.0, 164205, 1.0, 70323, 1.0, 
152053, 126912, 1.0, 171879, 1.0, 1484, 1.0, 29716, 1.0, 12543, 1.0, 278, 1.0, 227758, 1.0, 27162, 1.0, 119, 1.0, 204583, 1.0, 
220784, 97842, 1.0, 96913, 1.0, 152053, 1.0, 126912, 1.0, 171879, 1.0, 1484, 1.0, 29716, 1.0, 12543, 1.0, 278, 1.0, 227758, 1.0, 
141018, 127398, 1.0, 146652, 1.0, 220784, 1.0, 97842, 1.0, 96913, 1.0, 152053, 1.0, 126912, 1.0, 171879, 1.0, 1484, 1.0, 29716, 1.0, 
177163, 77423, 1.0, 163027, 1.0, 136991, 1.0, 148290, 1.0, 178134, 1.0, 236191, 1.0, 125618, 1.0, 140620, 1.0, 251053, 1.0, 177079, 1.0, 
3201, 24480, 3.0, 19100, 3.0, 169124, 3.0, 42, 3.0, 33160, 3.0, 45315, 3.0, 51811, 3.0, 66098, 3.0, 36218, 3.0, 17329, 3.0, 
172503, 95527, 1.0, 154443, 1.0, 55670, 1.0, 245643, 1.0, 70512, 1.0, 198740, 1.0, 169611, 1.0, 129622, 1.0, 216459, 1.0, 42487, 1.0, 
180977, 172503, 1.0, 95527, 1.0, 154443, 1.0, 55670, 1.0, 245643, 1.0, 70512, 1.0, 198740, 1.0, 169611, 1.0, 129622, 1.0, 216459, 1.0, 
437, 95527, 2.0, 55670, 2.0, 70512, 2.0, 50, 2.0, 18833, 2.0, 3201, 2.0, 163027, 2.0, 119, 2.0, 107529, 2.0, 122515, 2.0, 
165948, 28023, 2.0, 176494, 2.0, 171623, 2.0, 130680, 2.0, 157354, 2.0, 176677, 2.0, 36218, 2.0, 92828, 2.0, 156189, 2.0, 55660, 2.0, 
209166, 167270, 1.0, 146188, 1.0, 166107, 1.0, 193322, 1.0, 181524, 1.0, 42244, 1.0, 210674, 1.0, 205059, 1.0, 83330, 1.0, 165948, 1.0, 
131646, 10630, 2.0, 55670, 2.0, 129622, 2.0, 50, 2.0, 203993, 2.0, 110327, 2.0, 236191, 2.0, 125618, 2.0, 96913, 2.0, 171879, 2.0, 
103649, 131646, 1.0, 10630, 1.0, 193214, 1.0, 209166, 1.0, 167270, 1.0, 146188, 1.0, 166107, 1.0, 193322, 1.0, 181524, 1.0, 42244, 1.0, 
159458, 124708, 1.0, 2955, 1.0, 103649, 1.0, 131646, 1.0, 10630, 1.0, 193214, 1.0, 209166, 1.0, 167270, 1.0, 146188, 1.0, 166107, 1.0, 
144777, 159458, 1.0, 124708, 1.0, 2955, 1.0, 103649, 1.0, 131646, 1.0, 10630, 1.0, 193214, 1.0, 209166, 1.0, 167270, 1.0, 146188, 1.0, 
134060, 144777, 1.0, 159458, 1.0, 124708, 1.0, 2955, 1.0, 103649, 1.0, 131646, 1.0, 10630, 1.0, 193214, 1.0, 209166, 1.0, 167270, 1.0, 
233955, 238393, 1.0, 41010, 1.0, 168274, 1.0, 224013, 1.0, 175695, 1.0, 244992, 1.0, 31563, 1.0, 134060, 1.0, 144777, 1.0, 159458, 1.0, 
213531, 157809, 1.0, 126042, 1.0, 35488, 1.0, 194607, 1.0, 192661, 1.0, 181304, 1.0, 147707, 1.0, 163056, 1.0, 234396, 1.0, 103686, 1.0, 
158970, 144415, 1.0, 213531, 1.0, 157809, 1.0, 126042, 1.0, 35488, 1.0, 194607, 1.0, 192661, 1.0, 181304, 1.0, 147707, 1.0, 163056, 1.0, 
174660, 21241, 1.0, 72321, 1.0, 108044, 1.0, 158970, 1.0, 144415, 1.0, 213531, 1.0, 157809, 1.0, 126042, 1.0, 35488, 1.0, 194607, 1.0, 
92319, 25554, 3.0, 55670, 3.0, 50, 3.0, 122515, 3.0, 24480, 3.0, 176494, 3.0, 171623, 3.0, 250458, 3.0, 193738, 3.0, 146886, 3.0, 
135, 191051, 1.0, 222542, 1.0, 164928, 1.0, 255507, 1.0, 70149, 1.0, 150298, 1.0, 92319, 1.0, 125311, 1.0, 211940, 1.0, 183840, 1.0, 
214491, 135, 1.0, 191051, 1.0, 222542, 1.0, 164928, 1.0, 255507, 1.0, 70149, 1.0, 150298, 1.0, 92319, 1.0, 125311, 1.0, 211940, 1.0, 
137136, 198928, 1.0, 260428, 1.0, 161936, 1.0, 221107, 1.0, 214491, 1.0, 135, 1.0, 191051, 1.0, 222542, 1.0, 164928, 1.0, 255507, 1.0, 
5825, 135107, 1.0, 141572, 1.0, 30549, 1.0, 150658, 1.0, 192153, 1.0, 137136, 1.0, 198928, 1.0, 260428, 1.0, 161936, 1.0, 221107, 1.0, 
201920, 218311, 1.0, 204879, 1.0, 20543, 1.0, 25292, 1.0, 3321, 1.0, 200057, 1.0, 154479, 1.0, 218603, 1.0, 90040, 1.0, 260233, 1.0, 
159406, 172385, 1.0, 156009, 1.0, 43264, 1.0, 201920, 1.0, 218311, 1.0, 204879, 1.0, 20543, 1.0, 25292, 1.0, 3321, 1.0, 200057, 1.0, 
171726, 90041, 1.0, 137776, 1.0, 38531, 1.0, 2651, 1.0, 180974, 1.0, 159406, 1.0, 172385, 1.0, 156009, 1.0, 43264, 1.0, 201920, 1.0, 
149191, 127997, 1.0, 215469, 1.0, 228341, 1.0, 8217, 1.0, 3076, 1.0, 171726, 1.0, 90041, 1.0, 137776, 1.0, 38531, 1.0, 2651, 1.0, 
244521, 149191, 1.0, 127997, 1.0, 215469, 1.0, 228341, 1.0, 8217, 1.0, 3076, 1.0, 171726, 1.0, 90041, 1.0, 137776, 1.0, 38531, 1.0, 
219618, 176396, 1.0, 244521, 1.0, 149191, 1.0, 127997, 1.0, 215469, 1.0, 228341, 1.0, 8217, 1.0, 3076, 1.0, 171726, 1.0, 90041, 1.0, 
172547, 143519, 1.0, 219618, 1.0, 176396, 1.0, 244521, 1.0, 149191, 1.0, 127997, 1.0, 215469, 1.0, 228341, 1.0, 8217, 1.0, 3076, 1.0, 
40210, 28143, 2.0, 131260, 2.0, 183006, 2.0, 176396, 2.0, 228341, 2.0, 8217, 2.0, 3076, 2.0, 2651, 2.0, 163412, 2.0, 192153, 2.0, 
34499, 28143, 3.0, 183006, 3.0, 8217, 3.0, 3076, 3.0, 2651, 3.0, 163412, 3.0, 164928, 3.0, 70149, 3.0, 92319, 3.0, 25554, 3.0, 
181614, 15818, 1.0, 161417, 1.0, 150293, 1.0, 176606, 1.0, 214988, 1.0, 170042, 1.0, 34499, 1.0, 40210, 1.0, 28143, 1.0, 12, 1.0, 
181, 185196, 1.0, 137297, 1.0, 119591, 1.0, 91514, 1.0, 128733, 1.0, 144270, 1.0, 181614, 1.0, 15818, 1.0, 161417, 1.0, 150293, 1.0, 
162604, 181, 1.0, 185196, 1.0, 137297, 1.0, 119591, 1.0, 91514, 1.0, 128733, 1.0, 144270, 1.0, 181614, 1.0, 15818, 1.0, 161417, 1.0, 
144722, 121921, 2.0, 119591, 2.0, 91514, 2.0, 15818, 2.0, 161417, 2.0, 170042, 2.0, 34499, 2.0, 40210, 2.0, 28143, 2.0, 131260, 2.0, 
198942, 181530, 1.0, 94362, 1.0, 38992, 1.0, 169426, 1.0, 132531, 1.0, 144344, 1.0, 144722, 1.0, 121921, 1.0, 162604, 1.0, 181, 1.0, 
201629, 198942, 1.0, 181530, 1.0, 94362, 1.0, 38992, 1.0, 169426, 1.0, 132531, 1.0, 144344, 1.0, 144722, 1.0, 121921, 1.0, 162604, 1.0, 
225275, 201629, 1.0, 198942, 1.0, 181530, 1.0, 94362, 1.0, 38992, 1.0, 169426, 1.0, 132531, 1.0, 144344, 1.0, 144722, 1.0, 121921, 1.0, 
91072, 9220, 1.0, 144733, 1.0, 59294, 1.0, 225275, 1.0, 201629, 1.0, 198942, 1.0, 181530, 1.0, 94362, 1.0, 38992, 1.0, 169426, 1.0, 
168215, 91072, 1.0, 9220, 1.0, 144733, 1.0, 59294, 1.0, 225275, 1.0, 201629, 1.0, 198942, 1.0, 181530, 1.0, 94362, 1.0, 38992, 1.0, 
150533, 117960, 1.0, 168215, 1.0, 91072, 1.0, 9220, 1.0, 144733, 1.0, 59294, 1.0, 225275, 1.0, 201629, 1.0, 198942, 1.0, 181530, 1.0, 
1933, 194655, 1.0, 229220, 1.0, 146816, 1.0, 150533, 1.0, 117960, 1.0, 168215, 1.0, 91072, 1.0, 9220, 1.0, 144733, 1.0, 59294, 1.0, 
438, 372, 2.0, 144733, 2.0, 132531, 2.0, 144344, 2.0, 119591, 2.0, 161417, 2.0, 170042, 2.0, 34499, 2.0, 28143, 2.0, 12, 2.0, 
180049, 135382, 1.0, 112092, 1.0, 172662, 1.0, 159868, 1.0, 148166, 1.0, 136233, 1.0, 108745, 1.0, 189052, 1.0, 169786, 1.0, 320, 1.0, 
200359, 129904, 1.0, 150997, 1.0, 180049, 1.0, 135382, 1.0, 112092, 1.0, 172662, 1.0, 159868, 1.0, 148166, 1.0, 136233, 1.0, 108745, 1.0, 
34320, 180511, 1.0, 200359, 1.0, 129904, 1.0, 150997, 1.0, 180049, 1.0, 135382, 1.0, 112092, 1.0, 172662, 1.0, 159868, 1.0, 148166, 1.0, 
204305, 2511, 1.0, 167298, 1.0, 34320, 1.0, 180511, 1.0, 200359, 1.0, 129904, 1.0, 150997, 1.0, 180049, 1.0, 135382, 1.0, 112092, 1.0, 
206274, 177678, 1.0, 55600, 1.0, 204305, 1.0, 2511, 1.0, 167298, 1.0, 34320, 1.0, 180511, 1.0, 200359, 1.0, 129904, 1.0, 150997, 1.0, 
84183, 40692, 2.0, 55600, 2.0, 172662, 2.0, 438, 2.0, 372, 2.0, 144733, 2.0, 132531, 2.0, 144344, 2.0, 119591, 2.0, 161417, 2.0, 
144171, 84183, 2.0, 40692, 2.0, 55600, 2.0, 172662, 2.0, 438, 2.0, 372, 2.0, 144733, 2.0, 132531, 2.0, 144344, 2.0, 119591, 2.0, 
71818, 144171, 1.0, 84183, 1.0, 40692, 1.0, 206274, 1.0, 177678, 1.0, 55600, 1.0, 204305, 1.0, 2511, 1.0, 167298, 1.0, 34320, 1.0, 
227775, 38054, 1.0, 71818, 1.0, 144171, 1.0, 84183, 1.0, 40692, 1.0, 206274, 1.0, 177678, 1.0, 55600, 1.0, 204305, 1.0, 2511, 1.0, 
155624, 71721, 1.0, 143157, 1.0, 212765, 1.0, 181523, 1.0, 227775, 1.0, 38054, 1.0, 71818, 1.0, 144171, 1.0, 84183, 1.0, 40692, 1.0, 
229006, 253684, 1.0, 162886, 1.0, 155624, 1.0, 71721, 1.0, 143157, 1.0, 212765, 1.0, 181523, 1.0, 227775, 1.0, 38054, 1.0, 71818, 1.0, 
166702, 144171, 2.0, 84183, 2.0, 40692, 2.0, 55600, 2.0, 172662, 2.0, 438, 2.0, 372, 2.0, 144733, 2.0, 132531, 2.0, 144344, 2.0, 
166707, 166702, 1.0, 147020, 1.0, 229006, 1.0, 253684, 1.0, 162886, 1.0, 155624, 1.0, 71721, 1.0, 143157, 1.0, 212765, 1.0, 181523, 1.0, 
166704, 166702, 2.0, 144171, 2.0, 84183, 2.0, 40692, 2.0, 55600, 2.0, 172662, 2.0, 438, 2.0, 372, 2.0, 144733, 2.0, 132531, 2.0, 
166708, 166704, 1.0, 166707, 1.0, 166702, 1.0, 147020, 1.0, 229006, 1.0, 253684, 1.0, 162886, 1.0, 155624, 1.0, 71721, 1.0, 143157, 1.0, 
117985, 166708, 1.0, 166704, 1.0, 166707, 1.0, 166702, 1.0, 147020, 1.0, 229006, 1.0, 253684, 1.0, 162886, 1.0, 155624, 1.0, 71721, 1.0, 
103885, 164153, 2.0, 40692, 2.0, 108745, 2.0, 169786, 2.0, 372, 2.0, 229220, 2.0, 144733, 2.0, 132531, 2.0, 144344, 2.0, 144722, 2.0, 
1917, 169146, 1.0, 34635, 1.0, 162007, 1.0, 121410, 1.0, 166226, 1.0, 171226, 1.0, 103885, 1.0, 187645, 1.0, 164153, 1.0, 205359, 1.0, 
96323, 162286, 1.0, 145012, 1.0, 112192, 1.0, 3421, 1.0, 1917, 1.0, 169146, 1.0, 34635, 1.0, 162007, 1.0, 121410, 1.0, 166226, 1.0, 
138745, 96323, 1.0, 162286, 1.0, 145012, 1.0, 112192, 1.0, 3421, 1.0, 1917, 1.0, 169146, 1.0, 34635, 1.0, 162007, 1.0, 121410, 1.0, 
85990, 138745, 1.0, 96323, 1.0, 162286, 1.0, 145012, 1.0, 112192, 1.0, 3421, 1.0, 1917, 1.0, 169146, 1.0, 34635, 1.0, 162007, 1.0, 
38025, 27627, 1.0, 34119, 1.0, 146508, 1.0, 170771, 1.0, 133473, 1.0, 85990, 1.0, 138745, 1.0, 96323, 1.0, 162286, 1.0, 145012, 1.0, 
145976, 38025, 1.0, 27627, 1.0, 34119, 1.0, 146508, 1.0, 170771, 1.0, 133473, 1.0, 85990, 1.0, 138745, 1.0, 96323, 1.0, 162286, 1.0, 
235255, 24508, 1.0, 145976, 1.0, 38025, 1.0, 27627, 1.0, 34119, 1.0, 146508, 1.0, 170771, 1.0, 133473, 1.0, 85990, 1.0, 138745, 1.0, 
89848, 21790, 1.0, 215341, 1.0, 142961, 1.0, 216497, 1.0, 188920, 1.0, 114387, 1.0, 226322, 1.0, 167791, 1.0, 161317, 1.0, 184895, 1.0, 
53383, 89848, 1.0, 21790, 1.0, 215341, 1.0, 142961, 1.0, 216497, 1.0, 188920, 1.0, 114387, 1.0, 226322, 1.0, 167791, 1.0, 161317, 1.0, 
185306, 31627, 1.0, 253284, 1.0, 14996, 1.0, 53383, 1.0, 89848, 1.0, 21790, 1.0, 215341, 1.0, 142961, 1.0, 216497, 1.0, 188920, 1.0, 
176229, 31627, 2.0, 14996, 2.0, 21790, 2.0, 167791, 2.0, 162263, 2.0, 24508, 2.0, 133473, 2.0, 112192, 2.0, 34635, 2.0, 162007, 2.0, 
54, 40692, 5.0, 28143, 5.0, 8217, 5.0, 3076, 5.0, 822, 5.0, 432, 4.0, 31627, 4.0, 14996, 4.0, 34635, 4.0, 372, 4.0, 
200544, 163967, 1.0, 145189, 1.0, 131325, 1.0, 67180, 1.0, 54, 1.0, 176229, 1.0, 185306, 1.0, 31627, 1.0, 253284, 1.0, 14996, 1.0, 
209730, 200544, 1.0, 163967, 1.0, 145189, 1.0, 131325, 1.0, 67180, 1.0, 54, 1.0, 176229, 1.0, 185306, 1.0, 31627, 1.0, 253284, 1.0, 
148319, 88, 2.0, 123540, 2.0, 54, 2.0, 253284, 2.0, 167791, 2.0, 120677, 2.0, 162263, 2.0, 34119, 2.0, 146508, 2.0, 133473, 2.0, 
207845, 121408, 1.0, 148319, 1.0, 105037, 1.0, 191877, 1.0, 88, 1.0, 160409, 1.0, 192135, 1.0, 215463, 1.0, 123540, 1.0, 42215, 1.0, 
147101, 73439, 3.0, 54, 3.0, 31627, 3.0, 14996, 3.0, 34635, 3.0, 40692, 3.0, 372, 3.0, 144733, 3.0, 132531, 3.0, 144344, 3.0, 
193927, 128698, 1.0, 224316, 1.0, 228867, 1.0, 213460, 1.0, 204605, 1.0, 723, 1.0, 21632, 1.0, 191876, 1.0, 128063, 1.0, 126163, 1.0, 
1867, 65244, 1.0, 174802, 1.0, 170416, 1.0, 41002, 1.0, 193927, 1.0, 128698, 1.0, 224316, 1.0, 228867, 1.0, 213460, 1.0, 204605, 1.0, 
144498, 128554, 1.0, 128621, 1.0, 175640, 1.0, 204496, 1.0, 27173, 1.0, 191231, 1.0, 160561, 1.0, 1867, 1.0, 65244, 1.0, 174802, 1.0, 
247102, 221318, 1.0, 150312, 1.0, 67178, 1.0, 181521, 1.0, 197572, 1.0, 9609, 1.0, 103185, 1.0, 247980, 1.0, 178892, 1.0, 43570, 1.0, 
43171, 247102, 1.0, 221318, 1.0, 150312, 1.0, 67178, 1.0, 181521, 1.0, 197572, 1.0, 9609, 1.0, 103185, 1.0, 247980, 1.0, 178892, 1.0, 
163937, 103185, 2.0, 43570, 2.0, 39683, 2.0, 128621, 2.0, 175640, 2.0, 27173, 2.0, 41002, 2.0, 213460, 2.0, 128063, 2.0, 126163, 2.0, 
163602, 178336, 1.0, 163937, 1.0, 168433, 1.0, 215471, 1.0, 244654, 1.0, 43171, 1.0, 247102, 1.0, 221318, 1.0, 150312, 1.0, 67178, 1.0, 
4550, 1275, 1.0, 621, 1.0, 207830, 1.0, 432, 1.0, 68448, 1.0, 173346, 1.0, 111661, 1.0, 180263, 1.0, 172818, 1.0, 250398, 1.0, 
1275, 4550, 1.0, 621, 1.0, 207830, 1.0, 432, 1.0, 68448, 1.0, 173346, 1.0, 111661, 1.0, 180263, 1.0, 172818, 1.0, 250398, 1.0, 
621, 1275, 1.0, 4550, 1.0, 207830, 1.0, 432, 1.0, 68448, 1.0, 173346, 1.0, 111661, 1.0, 180263, 1.0, 172818, 1.0, 250398, 1.0, 
432, 822, 4.0, 3076, 4.0, 28143, 4.0, 8217, 4.0, 40692, 4.0, 54, 4.0, 31260, 3.0, 760, 3.0, 18602, 3.0, 66188, 3.0, 
250398, 172818, 1.0, 180263, 1.0, 111661, 1.0, 173346, 1.0, 68448, 1.0, 432, 1.0, 207830, 1.0, 621, 1.0, 1275, 1.0, 4550, 1.0, 
25491, 6249, 1.0, 161970, 1.0, 250398, 1.0, 172818, 1.0, 180263, 1.0, 111661, 1.0, 173346, 1.0, 68448, 1.0, 432, 1.0, 207830, 1.0, 
142271, 25491, 1.0, 6249, 1.0, 161970, 1.0, 250398, 1.0, 172818, 1.0, 180263, 1.0, 111661, 1.0, 173346, 1.0, 68448, 1.0, 432, 1.0, 
180489, 142271, 1.0, 25491, 1.0, 6249, 1.0, 161970, 1.0, 250398, 1.0, 172818, 1.0, 180263, 1.0, 111661, 1.0, 173346, 1.0, 68448, 1.0, 
2156, 180489, 1.0, 142271, 1.0, 25491, 1.0, 6249, 1.0, 161970, 1.0, 250398, 1.0, 172818, 1.0, 180263, 1.0, 111661, 1.0, 173346, 1.0, 
185244, 8051, 1.0, 69789, 1.0, 2156, 1.0, 180489, 1.0, 142271, 1.0, 25491, 1.0, 6249, 1.0, 161970, 1.0, 250398, 1.0, 172818, 1.0, 
2397, 432, 2.0, 143741, 2.0, 172308, 2.0, 822, 2.0, 84876, 2.0, 232988, 2.0, 155426, 2.0, 204027, 2.0, 39856, 2.0, 68425, 2.0, 
27225, 230802, 2.0, 8051, 2.0, 69789, 2.0, 172818, 2.0, 180263, 2.0, 111661, 2.0, 173346, 2.0, 68448, 2.0, 432, 2.0, 168435, 2.0, 
143741, 2397, 2.0, 432, 2.0, 172308, 2.0, 822, 2.0, 84876, 2.0, 232988, 2.0, 155426, 2.0, 204027, 2.0, 39856, 2.0, 68425, 2.0, 
165, 34219, 2.0, 168435, 2.0, 27225, 2.0, 230802, 2.0, 8051, 2.0, 69789, 2.0, 172818, 2.0, 180263, 2.0, 111661, 2.0, 173346, 2.0, 
142267, 11, 1.0, 170216, 1.0, 2453, 1.0, 165, 1.0, 171233, 1.0, 34219, 1.0, 168435, 1.0, 10547, 1.0, 143741, 1.0, 3955, 1.0, 
23522, 142267, 1.0, 11, 1.0, 170216, 1.0, 2453, 1.0, 165, 1.0, 171233, 1.0, 34219, 1.0, 168435, 1.0, 10547, 1.0, 143741, 1.0, 
38680, 23522, 1.0, 142267, 1.0, 11, 1.0, 170216, 1.0, 2453, 1.0, 165, 1.0, 171233, 1.0, 34219, 1.0, 168435, 1.0, 10547, 1.0, 
8689, 172308, 1.0, 38680, 1.0, 23522, 1.0, 142267, 1.0, 11, 1.0, 170216, 1.0, 2453, 1.0, 165, 1.0, 171233, 1.0, 34219, 1.0, 
246761, 8689, 1.0, 172308, 1.0, 38680, 1.0, 23522, 1.0, 142267, 1.0, 11, 1.0, 170216, 1.0, 2453, 1.0, 165, 1.0, 171233, 1.0, 
192947, 153938, 1.0, 246761, 1.0, 8689, 1.0, 172308, 1.0, 38680, 1.0, 23522, 1.0, 142267, 1.0, 11, 1.0, 170216, 1.0, 2453, 1.0, 
217547, 192947, 1.0, 153938, 1.0, 246761, 1.0, 8689, 1.0, 172308, 1.0, 38680, 1.0, 23522, 1.0, 142267, 1.0, 11, 1.0, 170216, 1.0, 
165041, 822, 1.0, 171131, 1.0, 217547, 1.0, 192947, 1.0, 153938, 1.0, 246761, 1.0, 8689, 1.0, 172308, 1.0, 38680, 1.0, 23522, 1.0, 
228504, 155426, 1.0, 232988, 1.0, 191977, 1.0, 84876, 1.0, 43443, 1.0, 165041, 1.0, 822, 1.0, 171131, 1.0, 217547, 1.0, 192947, 1.0, 
2582, 13, 1.0, 228504, 1.0, 155426, 1.0, 232988, 1.0, 191977, 1.0, 84876, 1.0, 43443, 1.0, 165041, 1.0, 822, 1.0, 171131, 1.0, 
7145, 2582, 1.0, 13, 1.0, 228504, 1.0, 155426, 1.0, 232988, 1.0, 191977, 1.0, 84876, 1.0, 43443, 1.0, 165041, 1.0, 822, 1.0, 
4849, 209685, 1.0, 7145, 1.0, 2582, 1.0, 13, 1.0, 228504, 1.0, 155426, 1.0, 232988, 1.0, 191977, 1.0, 84876, 1.0, 43443, 1.0, 
5122, 4849, 1.0, 209685, 1.0, 7145, 1.0, 2582, 1.0, 13, 1.0, 228504, 1.0, 155426, 1.0, 232988, 1.0, 191977, 1.0, 84876, 1.0, 
15961, 5122, 1.0, 4849, 1.0, 209685, 1.0, 7145, 1.0, 2582, 1.0, 13, 1.0, 228504, 1.0, 155426, 1.0, 232988, 1.0, 191977, 1.0, 
205079, 15961, 1.0, 5122, 1.0, 4849, 1.0, 209685, 1.0, 7145, 1.0, 2582, 1.0, 13, 1.0, 228504, 1.0, 155426, 1.0, 232988, 1.0, 
3570, 13, 2.0, 822, 2.0, 34219, 2.0, 230802, 2.0, 8051, 2.0, 6249, 2.0, 68448, 2.0, 432, 2.0, 5782, 2.0, 36218, 2.0, 
337, 239188, 1.0, 3570, 1.0, 205079, 1.0, 15961, 1.0, 5122, 1.0, 4849, 1.0, 209685, 1.0, 7145, 1.0, 2582, 1.0, 13, 1.0, 
199047, 337, 1.0, 239188, 1.0, 3570, 1.0, 205079, 1.0, 15961, 1.0, 5122, 1.0, 4849, 1.0, 209685, 1.0, 7145, 1.0, 2582, 1.0, 
2604, 5782, 1.0, 224037, 1.0, 178900, 1.0, 199047, 1.0, 337, 1.0, 239188, 1.0, 3570, 1.0, 205079, 1.0, 15961, 1.0, 5122, 1.0, 
1190, 147151, 1.0, 2604, 1.0, 5782, 1.0, 224037, 1.0, 178900, 1.0, 199047, 1.0, 337, 1.0, 239188, 1.0, 3570, 1.0, 205079, 1.0, 
204027, 155426, 3.0, 84876, 3.0, 822, 3.0, 432, 3.0, 39856, 3.0, 68425, 3.0, 157354, 3.0, 98778, 3.0, 176494, 3.0, 193042, 3.0, 
12876, 131357, 1.0, 204027, 1.0, 1190, 1.0, 147151, 1.0, 2604, 1.0, 5782, 1.0, 224037, 1.0, 178900, 1.0, 199047, 1.0, 337, 1.0, 
5718, 12876, 1.0, 131357, 1.0, 204027, 1.0, 1190, 1.0, 147151, 1.0, 2604, 1.0, 5782, 1.0, 224037, 1.0, 178900, 1.0, 199047, 1.0, 
16035, 5718, 1.0, 12876, 1.0, 131357, 1.0, 204027, 1.0, 1190, 1.0, 147151, 1.0, 2604, 1.0, 5782, 1.0, 224037, 1.0, 178900, 1.0, 
215371, 16035, 1.0, 5718, 1.0, 12876, 1.0, 131357, 1.0, 204027, 1.0, 1190, 1.0, 147151, 1.0, 2604, 1.0, 5782, 1.0, 224037, 1.0, 
147431, 215371, 1.0, 16035, 1.0, 5718, 1.0, 12876, 1.0, 131357, 1.0, 204027, 1.0, 1190, 1.0, 147151, 1.0, 2604, 1.0, 5782, 1.0, 
166532, 147431, 1.0, 215371, 1.0, 16035, 1.0, 5718, 1.0, 12876, 1.0, 131357, 1.0, 204027, 1.0, 1190, 1.0, 147151, 1.0, 2604, 1.0, 
28259, 166532, 1.0, 147431, 1.0, 215371, 1.0, 16035, 1.0, 5718, 1.0, 12876, 1.0, 131357, 1.0, 204027, 1.0, 1190, 1.0, 147151, 1.0, 
19274, 194553, 1.0, 28259, 1.0, 166532, 1.0, 147431, 1.0, 215371, 1.0, 16035, 1.0, 5718, 1.0, 12876, 1.0, 131357, 1.0, 204027, 1.0, 
161926, 125678, 1.0, 19274, 1.0, 194553, 1.0, 28259, 1.0, 166532, 1.0, 147431, 1.0, 215371, 1.0, 16035, 1.0, 5718, 1.0, 12876, 1.0, 
145601, 150376, 1.0, 161926, 1.0, 125678, 1.0, 19274, 1.0, 194553, 1.0, 28259, 1.0, 166532, 1.0, 147431, 1.0, 215371, 1.0, 16035, 1.0, 
6513, 36218, 1.0, 39856, 1.0, 194594, 1.0, 179572, 1.0, 225694, 1.0, 156129, 1.0, 145601, 1.0, 150376, 1.0, 161926, 1.0, 125678, 1.0, 
237087, 6513, 1.0, 36218, 1.0, 39856, 1.0, 194594, 1.0, 179572, 1.0, 225694, 1.0, 156129, 1.0, 145601, 1.0, 150376, 1.0, 161926, 1.0, 
160902, 138788, 1.0, 237087, 1.0, 6513, 1.0, 36218, 1.0, 39856, 1.0, 194594, 1.0, 179572, 1.0, 225694, 1.0, 156129, 1.0, 145601, 1.0, 
22348, 160902, 1.0, 138788, 1.0, 237087, 1.0, 6513, 1.0, 36218, 1.0, 39856, 1.0, 194594, 1.0, 179572, 1.0, 225694, 1.0, 156129, 1.0, 
223878, 22348, 1.0, 160902, 1.0, 138788, 1.0, 237087, 1.0, 6513, 1.0, 36218, 1.0, 39856, 1.0, 194594, 1.0, 179572, 1.0, 225694, 1.0, 
2879, 68425, 1.0, 163968, 1.0, 10, 1.0, 100423, 1.0, 72125, 1.0, 223878, 1.0, 22348, 1.0, 160902, 1.0, 138788, 1.0, 237087, 1.0, 
223151, 2879, 1.0, 68425, 1.0, 163968, 1.0, 10, 1.0, 100423, 1.0, 72125, 1.0, 223878, 1.0, 22348, 1.0, 160902, 1.0, 138788, 1.0, 
